FID,District ,Block,Village,Typeof Observationl Well,Latitude,Longitude,WQL,WQL Category
901,Palwal,Hodal,Bhiduki,OW,27.91,77.45,2970,1
902,Palwal,Hodal,Banswa,OW,27.89,77.45,2630,1
903,Palwal,Hodal,Gharrota,O/W,27.92040472,77.40022985,3750,1
904,Palwal,Hodal,Garhi Patti,OW,27.86,77.36,4150,1
905,Palwal,Hodal,Khirbi,OW,27.90363638,77.42588157,14200,0
906,Palwal,Hodal,Aurangabad,O/W,28.02368626,77.32520486,1640,2
907,Palwal,Hodal,Buraka,OW,27.88656907,77.33411026,2150,1
908,Palwal,Hodal,Lohina,O/W,27.94,77.31,2810,1
909,Palwal,Hodal,Deeghot,O/W,28.02938884,77.37608042,2170,1
910,Palwal,Hodal,Hodel,KOW,27.88500595,77.36322532,1950,2
911,Palwal,Hasanpur,Hassanpur,KOW,27.97192112,77.49454552,2000,2
912,Palwal,Hasanpur,Lilkhi,OW,27.96312392,77.46152275,2790,1
913,Palwal,Hasanpur,Pingora,O/W,28.0023177,77.3957148,2750,1
914,Palwal,Hasanpur,Ramgarh,OW,27.95,77.47,1870,2
915,Palwal,Hathin,Bajida Pahari,OW,28.05,77.28,1050,2
916,Palwal,Hathin,Chainssa,OW,28.06429361,77.17360369,2900,1
917,Palwal,Hathin,Kondal,OW,28.01101925,77.26240749,2350,1
918,Palwal,Hathin,Khika Hathin,O/W,28.05116871,77.24172594,1170,2
919,Palwal,Hathin,Manpur,OW,27.98,77.28,2770,1
920,Palwal,Hathin,Mandkola,OW,28.10699493,77.17259447,1600,2
921,Palwal,Hathin,Nangal Jat,O/W,27.93682564,77.2741483,1700,2
922,Palwal,Hathin,Bahin,OW,27.95,77.26,1700,2
923,Palwal,Hathin,Bhanguri,OW,28.08433584,77.26727986,5950,1
924,Palwal,Hathin,Alimeo,O/W,27.92568527,77.2470993,2650,1
925,Palwal,Hathin,Hathin,KOW,28.04,77.23,2050,1
926,Palwal,Hathin,Andhop,O/W,27.9062018,77.27108961,3800,1
927,Sirsa,Baragudha,Alikan,P/H,29.67454636,75.11720468,2000,2
928,Sirsa,Baragudha,Bhangu,KOW,29.65609648,74.9965846,5900,1
929,Sirsa,Baragudha,Bhinwan,O/W,29.70695845,75.14356996,2500,1
930,Sirsa,Baragudha,Dhaban,T/W,29.68342862,75.02926959,6000,1
931,Sirsa,Baragudha,Faggu,O/W,29.77540468,75.11614255,3800,1
932,Sirsa,Baragudha,Jhorar Rohi,O/W,29.72445206,75.07520809,8000,0
933,Sirsa,Baragudha,Kurangawali,O/W,29.77101387,75.06901522,9000,0
934,Sirsa,Baragudha,Mattar,O/W,29.69975458,75.18508912,4000,1
935,Sirsa,Baragudha,Nagoki,O/W,29.64650647,75.11660721,3700,1
936,Sirsa,Baragudha,Khuiyan Nepalpur,O/W,29.60190578,74.96551361,3700,1
937,Sirsa,Baragudha,Panjuana,T/W,29.62240364,74.98515008,2000,2
938,Sirsa,Baragudha,Rori,O/W,29.75592399,75.20377538,6900,0
939,Sirsa,Baragudha,Sahuwala,T/W,29.65535919,74.96896808,4900,1
940,Sirsa,Baragudha,Surtia,T/W,29.79854353,75.18764224,5900,1
941,Sirsa,Baragudha,Sukhchain,O/W,29.77327934,75.02426548,3900,1
942,Sirsa,Baragudha,Thiraj,T/W,29.73332858,75.1186445,2900,1
943,Sirsa,Baragudha,Bappan,O/W,29.66391796,75.06728152,2000,2
944,Sirsa,Baragudha,Baragudha,T/W,29.69269425,75.00689186,10000,0
945,Sirsa,Baragudha,Kamal,T/W,29.8062321,75.08478443,2000,2
946,Sirsa,Baragudha,Mellewala,T/W,29.59987848,75.07501175,2000,2
947,Sirsa,Baragudha,Bhagsar,T/W,29.68658476,74.89502623,7000,0
948,Sirsa,Dabwali,Abubshahar,P/Tube,29.85364588,74.61332885,5000,1
949,Sirsa,Dabwali,Bharu Khera,O/W,29.77587086,74.56147613,2000,2
950,Sirsa,Dabwali,Chautala,O/W,29.79509759,74.52506656,3600,1
951,Sirsa,Dabwali,Dabwali Mandi,P/Tube,29.96253677,74.70406921,4000,1
952,Sirsa,Dabwali,Dabwali Village,O/W,29.94613838,74.7407207,3300,1
953,Sirsa,Dabwali,Desu Jodha,O/W,29.94939403,74.83637251,2000,2
954,Sirsa,Dabwali,Ganga,O/W,29.77774898,74.6729801,3600,1
955,Sirsa,Dabwali,Goriwala,O/W,29.7870932,74.74642569,2800,1
956,Sirsa,Dabwali,Gobindgarh,O/W,29.86437431,74.67759056,6000,1
957,Sirsa,Dabwali,Habuana,O/W,29.91155394,74.83166638,2700,1
958,Sirsa,Dabwali,Jogiwala,O/W,29.95622798,74.77493877,2000,2
959,Sirsa,Dabwali,Mangeana,O/W,29.93047405,74.79462921,5000,1
960,Sirsa,Dabwali,Masitan,T/W,29.87903986,74.72151964,4400,1
961,Sirsa,Dabwali,Matdadu,O/W,29.81583332,74.7501388,3000,1
962,Sirsa,Dabwali,Maujgarh,O/W,29.85176801,74.723286,1800,2
963,Sirsa,Dabwali,Panniwala Morikan,O/W,29.71187589,74.90681735,1800,2
964,Sirsa,Dabwali,Panniwala Ruldu,T/W,29.87841679,74.83091135,2000,2
965,Sirsa,Dabwali,Sanwant Khera,O/W,29.90222353,74.77199184,5000,1
966,Sirsa,Dabwali,Sakta Khera,O/W,29.88703189,74.62775888,5200,1
967,Sirsa,Dabwali,Teja Khera,O/W,29.83235371,74.55410235,3000,1
968,Sirsa,Dabwali,Kaluana,O/W,29.698434,74.62445529,3000,1
969,Sirsa,Dabwali,Alikan,O/W,29.92087603,74.72403486,1900,2
970,Sirsa,Dabwali,Lohgarh,T/W,29.89509338,74.56976995,4000,1
971,Sirsa,Dabwali,Jottan Wali,T/W,29.5436824,74.64207691,3300,1
972,Sirsa,Dabwali,Sukera Khera,T/W,29.82172259,74.62447721,5600,1
973,Sirsa,Dabwali,Jandwala Bisnoian,T/W,29.77836281,74.60884552,2900,1
974,Sirsa,Dabwali,Modia,T/W,29.78663293,74.70518776,3800,1
975,Sirsa,Dabwali,Ginder Khera,T/W,29.80323083,74.66573055,1800,2
976,Sirsa,Nathusari Chopta,Ali Mohamad,T/W,29.45435229,75.10349974,11500,0
977,Sirsa,Nathusari Chopta,Arniawali,P/h,29.43540028,75.04552087,4600,1
978,Sirsa,Nathusari Chopta,Barasari,O/W,29.34508998,75.02433103,3900,1
979,Sirsa,Nathusari Chopta,Bakrianwali,O/W,29.42857595,75.00885702,2000,2
980,Sirsa,Nathusari Chopta,Chadiwal,O/W,29.43246854,75.1261623,2900,1
981,Sirsa,Nathusari Chopta,Dhukra,P/h,29.35964406,74.99638669,2000,2
982,Sirsa,Nathusari Chopta,Ding,O/W,29.4523051,75.26721081,4900,1
983,Sirsa,Nathusari Chopta,Gadli,P/h,29.42810215,75.23210984,2000,2
984,Sirsa,Nathusari Chopta,Ganja Rupana,T/W,29.35599118,75.24682759,12000,0
985,Sirsa,Nathusari Chopta,Gusaiana,O/W,29.24221219,75.08448901,7200,0
986,Sirsa,Nathusari Chopta,Gudia Khera,O/W,29.38429485,74.98819656,5000,1
987,Sirsa,Nathusari Chopta,Hanjira,O/W,29.32196427,75.0961902,3300,1
988,Sirsa,Nathusari Chopta,Jamal,O/W,29.31306022,74.97702652,3500,1
989,Sirsa,Nathusari Chopta,Jogiwala,O/W,29.2547382,75.22021654,2000,2
990,Sirsa,Nathusari Chopta,Jorkian,O/W,29.29785734,75.0534231,7300,0
991,Sirsa,Nathusari Chopta,Kagdana,O/W,29.29567587,75.17033937,8000,0
992,Sirsa,Nathusari Chopta,Kairanwali,O/W,29.39675494,75.18502819,3900,1
993,Sirsa,Nathusari Chopta,Kukarthana,O/W,29.46946888,75.23472821,3000,1
994,Sirsa,Nathusari Chopta,Kumharia,O/W,29.24994581,75.14453607,4000,1
995,Sirsa,Nathusari Chopta,Kutiana,O/W,29.30700219,75.0013888,4000,1
996,Sirsa,Nathusari Chopta,Ludesar,KOW,29.35745319,75.09356916,7900,0
997,Sirsa,Nathusari Chopta,Makhosrani,T/W,29.3720891,75.16890982,2800,1
998,Sirsa,Nathusari Chopta,Modia Khera,T/W,29.43236406,74.96932075,4000,1
999,Sirsa,Nathusari Chopta,Nehrana,T/W,29.37846211,75.20522579,3900,1
1000,Sirsa,Nathusari Chopta,Nathushri Chopta,P/Tube,29.36399288,75.12664238,4000,1
1001,Sirsa,Nathusari Chopta,Nirban,T/W,29.38956064,75.04604658,2000,2
1002,Sirsa,Nathusari Chopta,Raipur,P/H,29.35722075,75.04461587,2000,2
1003,Sirsa,Nathusari Chopta,Rampura Bagrian,O/W,29.2821434,75.17825106,11000,0
1004,Sirsa,Nathusari Chopta,Randhawa,O/W,29.42431069,75.06313753,2000,2
1005,Sirsa,Nathusari Chopta,Rupana Darba,O/W,29.39143928,75.09484359,4000,1
1006,Sirsa,Nathusari Chopta,Sahuwala,O/W,29.432729,75.16644655,2000,2
1007,Sirsa,Nathusari Chopta,Sherpura,O/W,29.45276556,75.19913652,8900,0
1008,Sirsa,Nathusari Chopta,Shahapuria,T/W,29.27005783,75.16133854,9100,0
1009,Sirsa,Nathusari Chopta,Tajia Khera,O/W,29.46550827,75.16961661,3600,1
1010,Sirsa,Nathusari Chopta,Chaharwala,O/W,29.27606611,75.21846458,3200,1
1011,Sirsa,Nathusari Chopta,Nejia,T/W,29.45584767,75.08221876,10000,0
1012,Sirsa,Nathusari Chopta,Suker Mandori,T/W,29.32693306,75.19107422,11500,0
1013,Sirsa,Nathusari Chopta,Tarkawali,T/W,29.34861699,75.16358764,9000,0
1014,Sirsa,Ellenabad,Bhuratwala,O/W,29.40852683,74.78322238,6000,1
1015,Sirsa,Ellenabad,Beharwala,T/W,29.45151757,74.57677056,5000,1
1016,Sirsa,Ellenabad,Chilkani Dhab,O/W,29.38697459,74.80191174,2000,2
1017,Sirsa,Ellenabad,Dholpalia,O/W,29.43224913,74.57371345,5500,1
1018,Sirsa,Ellenabad,Ellanabad,A/R,29.44861635,74.65781314,2900,1
1019,Sirsa,Ellenabad,Humayu Khera,P/H,29.47553844,74.76726877,2000,2
1020,Sirsa,Ellenabad,Jiwan Nagar,O/W,29.52420269,74.7371241,2500,1
1021,Sirsa,Ellenabad,Jagmalera,O/W,29.41519502,74.63951121,2800,1
1022,Sirsa,Ellenabad,Karamshana,O/W,29.34706664,74.63210464,2000,2
1023,Sirsa,Ellenabad,Kesupura,P/H,29.442183,74.85709361,2000,2
1024,Sirsa,Ellenabad,Kariwala,O/W,29.57032947,74.63443619,2300,1
1025,Sirsa,Ellenabad,Kashiramka Bass,O/W,29.4307578,74.61077868,7400,0
1026,Sirsa,Ellenabad,Khari Sureran,O/W,29.39854351,74.68895142,2800,1
1027,Sirsa,Ellenabad,Kotli,P/H,29.44404426,74.84115665,2000,2
1028,Sirsa,Ellenabad,Mehana Khera,P/H,29.59778343,74.8176802,3900,1
1029,Sirsa,Ellenabad,Mirjapur,P/H,29.51321662,74.68530205,2000,2
1030,Sirsa,Ellenabad,Mithi Sureran,P/H,29.41072157,74.70444632,3000,1
1031,Sirsa,Ellenabad,Mamera Kalan,P/H,29.45981321,74.70626455,7000,0
1032,Sirsa,Ellenabad,Nimla,O/W,29.40893007,74.5943494,7000,0
1033,Sirsa,Ellenabad,Pohrka,T/W,29.41597285,74.7454964,2900,1
1034,Sirsa,Ellenabad,Patti Kirpal,P/H,29.48861035,74.74865232,2000,2
1035,Sirsa,Ellenabad,Umedpura,P/H,29.41992203,74.83891123,4400,1
1036,Sirsa,Ellenabad,Talwara Khurd,P/H,29.49516941,74.63383058,2000,2
1037,Sirsa,Ellenabad,Thobrian,P/H,29.51057488,74.66729723,2700,1
1038,Sirsa,Ellenabad,Budhimari,P/H,29.48307568,74.7147345,2000,2
1039,Sirsa,Ellenabad,Jiwan Nagar,P/H,29.53175728,74.74048817,1900,2
1040,Sirsa,Ellenabad,Damdama,O/W,29.57072033,74.67758715,2000,2
1041,Sirsa,Ellenabad,Seku Khera,P/H,29.62193085,74.95043903,1900,2
1042,Sirsa,Ellenabad,Kuta Bad,P/H,29.45541532,74.81934085,2000,2
1043,Sirsa,Ellenabad,Moju Khera,A/R,29.46942289,74.74006785,3300,1
1044,Sirsa,Odhan,Chakerian,T/W,29.79019591,74.93274939,2000,2
1045,Sirsa,Odhan,Chormar Khera,O/W,29.8147439,74.85341784,12000,0
1046,Sirsa,Odhan,Dharmpura,O/W,29.56141919,74.6676366,3000,1
1047,Sirsa,Odhan,Daddu,T/W,29.83225293,75.05270647,4400,1
1048,Sirsa,Odhan,Desu Malkana,O/W,29.80896308,74.93987864,2000,2
1049,Sirsa,Odhan,Hassu,T/W,29.8940644,74.93862186,3600,1
1050,Sirsa,Odhan,Jagmalwali,T/W,29.85040395,74.90925409,3900,1
1051,Sirsa,Odhan,Kalanwali,T/W,29.83008105,74.96692371,4600,1
1052,Sirsa,Odhan,Kewal,O/W,29.86110431,75.04145923,2000,2
1053,Sirsa,Odhan,Lakranwali,T/W,29.76189823,74.98620528,5900,1
1054,Sirsa,Odhan,Malikpura,O/W,29.81379115,74.79889072,5000,1
1055,Sirsa,Odhan,Pipli,P/H,29.86513387,74.89101315,4000,1
1056,Sirsa,Odhan,Singhpura,O/W,29.89500191,75.09955559,3000,1
1057,Sirsa,Odhan,Salam Khera,O/W,29.7758741,74.87492694,2000,2
1058,Sirsa,Odhan,Takhatmal,O/W,29.85080222,75.00877199,1800,2
1059,Sirsa,Odhan,Trilokewala,O/W,29.81449316,75.02920178,2000,2
1060,Sirsa,Odhan,Jalalana,T/W,29.81667864,74.89668853,2000,2
1061,Sirsa,Odhan,Odhan,P/Tube,29.7689283,74.8967072,4400,1
1062,Sirsa,Sirsa,Baruwali,P/H,29.59337735,75.20459503,8000,0
1063,Sirsa,Sirsa,Bansudhar,P/H,29.57942031,74.9804367,3000,1
1064,Sirsa,Sirsa,Chamal,P/H,29.58209215,74.96307227,1800,2
1065,Sirsa,Sirsa,Khairpur,A/R,29.53177969,75.05100372,2000,2
1066,Sirsa,Sirsa,Farwain Kalan,P/H,29.61469032,75.11363283,1600,2
1067,Sirsa,Sirsa,Madhosinghana,P/H,29.41868401,74.92664961,2700,1
1068,Sirsa,Sirsa,Nejadela Kalan,T/W,29.59,75.001,4500,1
1069,Sirsa,Sirsa,Panihari,P/H,29.63710529,75.1456387,5300,1
1070,Sirsa,Sirsa,Shahpur Begu,P/Tube,29.48506466,75.05326611,2000,2
1071,Sirsa,Sirsa,Kanganpur,P/H,29.51610714,75.05526171,2000,2
1072,Sirsa,Sirsa,Kotli,P/H,29.44665717,74.83902606,2000,2
1073,Sirsa,Sirsa,Titu khera,P/Tube,29.50101926,74.95592141,1800,2
1074,Sirsa,Sirsa,Mirpur,P/H,29.58006617,75.01793832,1800,2
1075,Sirsa,Sirsa,Ahamedpur,P/H,29.57455542,74.99427993,1800,2
1076,Sirsa,Sirsa,Musahibwala,P/H,29.66325062,75.16296265,5200,1
1077,Sirsa,Sirsa,Phoolkan,A/R,29.48867644,75.11832557,4700,1
1078,Sirsa,Sirsa,Kashumbi,P/Tube,29.4808186,75.17443456,2000,2
1079,Sirsa,Sirsa,Rassulpur,P/Tube,29.5554217,75.14085965,4000,1
1080,Sirsa,Sirsa,Sikanderpur,P/Tube,29.55196416,75.11479946,2000,2
1081,Sirsa,Sirsa,Bhawdeen,P/Tube,29.54196846,75.21555827,1800,2
1082,Sirsa,Sirsa,Bajekan,P/Tube,29.50114023,75.08939119,2700,1
1083,Sirsa,Sirsa,Bhamboor,A/R,29.51607667,74.96772755,1900,2
1084,Sirsa,Rania,Abholi,P/H,29.50375763,74.87446973,1800,2
1085,Sirsa,Rania,Balasar,A/R,29.55644599,74.77796101,3800,1
1098,Sirsa,Rania,Moujdeen,P/H,29.45430775,74.88729157,2000,2
1099,Sirsa,Rania,Nanuana,T/W,29.5459764,74.8586542,3800,1
1100,Sirsa,Rania,Nakaura,P/H,29.50064134,74.74819681,1800,2
1101,Sirsa,Rania,Nathor,P/H,29.62594191,74.63221706,4200,1
1102,Sirsa,Rania,Rania,KOW,29.51732644,74.83554808,2590,1
1103,Sirsa,Rania,Sadewala,O/W,29.63787859,74.72280363,3800,1
1104,Sirsa,Rania,Sainpal,P/Tube,29.6134432,74.64606274,3400,1
1105,Sirsa,Rania,Ottu,P/H,29.49221974,74.89243818,2000,2
1106,Sirsa,Rania,Peer Khera,O/W,29.63374692,74.90616772,6000,1
1107,Sirsa,Rania,Bharolain Wali,A/R,29.54659977,74.7694663,1900,2
1108,Sirsa,Rania,Dhanoor,P/H,29.53200802,74.91823422,1600,2
1109,Karnal,Karnal,Kachwa,D/W,29.7222206,76.88332334,600,2
1110,Karnal,Karnal,Pundrak,P.H,29.7160714,76.93471444,550,2
1111,Karnal,Karnal,Darar,P.H,29.75984755,77.00318567,950,2
1112,Karnal,Karnal,Karnal,P.T,29.68570944,76.98029236,600,2
1113,Karnal,Karnal,Phusgarh,P.H.,29.68,77.02,450,2
1114,Karnal,Karnal,Chundipur,P.H.,29.65728239,77.08384089,700,2
1115,Karnal,Karnal,Subri,P.H.,29.69706058,77.05361667,250,2
1116,Karnal,Karnal,Newal,P.H.,29.72130401,77.05057347,600,2
1117,Karnal,Karnal,Gheer,P.H.,29.77593126,77.10388955,500,2
1118,Karnal,Karnal,Nabipur,D/W,29.72515307,77.10739294,450,2
1119,Karnal,Karnal,Nalipar,P.H.,29.68856039,77.09478328,450,2
1120,Karnal,Karnal,Jaroli,P.H.,29.74528283,77.11243322,550,2
1121,Karnal,Karnal,Nasirpur,P.H.,29.68456971,77.11405612,450,2
1169,Karnal,Chirao,Jundla,R.W,29.65,76.86,950,2
1170,Karnal,Chirao,Guniyana,P.H,29.70678707,76.71057442,700,2
1171,Karnal,Chirao,Amupur,P.H,29.76,76.72,650,2
1172,Karnal,Chirao,Jani,PH,29.618,76.897,950,2
1173,Karnal,Gharaunda,Gharunda,PT,29.53,76.96,300,2
1174,Karnal,Gharaunda,Shekhpura,PH,29.51,76.95,1100,2
1175,Karnal,Gharaunda,Begampur,PH,29.48649811,76.90634239,550,2
1176,Karnal,Gharaunda,Chaura,PT,29.55182885,77.03216613,700,2
1177,Karnal,Gharaunda,Barsat,PT,29.5,77.05,800,2
1178,Karnal,Gharaunda,Jhiwerheri,PH,29.59,76.96,750,2
1179,Karnal,Gharaunda,Bijna,PH,29.59325414,76.92607076,800,2
1180,Karnal,Gharaunda,Imratpur Kalan,PH,29.58679082,77.04926333,550,2
1181,Karnal,Gharaunda,Kohand,PH,29.48627153,76.96208526,650,2
1182,Karnal,Gharaunda,Bastara,P.H,29.56291783,76.98815224,700,2
1183,Karnal,Gharaunda,Mundi Garhi,PH,29.532,77.078,700,2
1184,Karnal,Assandh,Ballah,P.H,29.51286684,76.7925073,1800,2
1185,Karnal,Assandh,Bhamber Heri,P.H,29.56843844,76.79270902,1100,2
1186,Karnal,Assandh,Kurlan,P.H,29.551,76.742,1100,2
1187,Karnal,Assandh,Jalmana,PH,29.58537604,76.70965363,2000,2
1188,Karnal,Assandh,Rattak,D/W,29.5817819,76.62275119,1150,2
1189,Karnal,Assandh,Salwan,D/W,29.50038538,76.71344513,1000,2
1190,Karnal,Assandh,Assandh,P/T,29.51,76.6,850,2
1191,Karnal,Assandh,Bilona,P.H,29.58322559,76.5606747,950,2
1192,Karnal,Assandh,Chochra,P.H,29.62918146,76.63036741,750,2
1193,Karnal,Assandh,Jaisinghpura,D/W,29.53276292,76.61839765,650,2
1194,Karnal,Assandh,Khijrabad,D/W,29.56095186,76.59231415,950,2
1195,Karnal,Assandh,Padana,D/W,29.49387221,76.67966483,850,2
1196,Karnal,Assandh,Risalwa,D/W,29.48740167,76.70790683,1950,2
1197,Karnal,Assandh,Thari,D/W,29.56214374,76.69922233,2050,1
1198,Karnal,Assandh,Dupedi,D/W,29.50390088,76.65966994,900,2
1199,Karnal,Assandh,Mormajra,P.H,29.482,76.784,1550,2
1200,Karnal,Assandh,Goli,D/W,29.49,76.76,850,2
1201,Karnal,Assandh,Mund,D/W,29.51374606,76.54431484,800,2
1202,Karnal,Assandh,Ardana,D/W,29.61259608,76.571072,750,2
1203,Karnal,Assandh,Gangateri,D/W,29.49475059,76.54634088,1000,2
1204,Karnal,Assandh,Pacca Khera,D/W,29.5942793,76.7833237,900,2
1205,Karnal,Assandh,Uplani,PH,29.61433871,76.66621853,950,2
1206,Karnal,Assandh,Choor Karsa,PH,29.63603755,76.67184754,850,2
1207,Karnal,Assandh,Popra,D/W,29.51719949,76.57852439,900,2
1208,Karnal,Assandh,Bahri,D/W,29.50817375,76.51055617,850,2
1209,Panipat,Panipat,Assan Kalan,KOW,29.41423964,76.87924429,2750,1
1210,Panipat,Panipat,Binjol,P/H,29.35,76.94,550,2
1211,Panipat,Panipat,Diwana,P/H,29.30842374,76.96977539,950,2
1212,Panipat,Panipat,Siwah,P/H,29.33,76.97,1900,2
1213,Panipat,Panipat,Sundapur,P/H,29.36,76.93,400,2
1214,Panipat,Panipat,Rajakheri,P/H,29.40106732,77.01395789,650,2
1215,Panipat,Panipat,Ganjbar,P/H,29.44328403,76.96036049,1100,2
1216,Panipat,Panipat,Babail,P/H,29.42251713,77.0477601,750,2
1217,Panipat,Panipat,Kutani,P/H,29.41417144,77.0104093,800,2
1218,Panipat,Panipat,Nizampur,P/H,29.44131453,76.98190053,700,2
1219,Panipat,Samalkha,Patti Kalayana,PH,29.20224507,77.02309143,650,2
1220,Panipat,Samalkha,Dehra,PH,29.2032337,77.06703013,650,2
1221,Panipat,Samalkha,Atta,PH,29.24804979,77.10257331,750,2
1222,Panipat,Samalkha,Kiwana,KOW,29.22040185,76.98015944,800,2
1223,Panipat,Samalkha,Naraina,PH,29.26860849,76.95882161,650,2
1224,Panipat,Samalkha,Samalkha,P/T,29.23,77.01,1050,2
1225,Panipat,Samalkha,Bashera,PH,29.18474574,77.09183726,1200,2
1226,Panipat,Samalkha,Karhans,R/W,29.27065477,77.0108176,750,2
1227,Panipat,Samalkha,Wazirpur Tatana,PH,29.26290913,76.92556038,950,2
